Instant,Date,Season,Year,Month,Hour,Holiday,Weekday,Workingday,Weathersit,Temp_F,Temp_C,Temp_Normalized,Feelslike_Temp_F,Feelslike_Temp_C,Feelslike_Temp_Normalized,Humidity,Windspeed,Not_Registered,Registered,Count
13094,7/4/12,3,1,7,18,1,3,0,1,98.42,36.9,0.9,108.365,42.425,0.8485,42,8.076580258,159,271,430
13095,7/4/12,3,1,7,19,1,3,0,1,95.468,35.26,0.86,104.27,40.15,0.803,47,9.321372782,177,255,432
13096,7/4/12,3,1,7,20,1,3,0,1,95.468,35.26,0.86,104.27,40.15,0.803,47,9.321372782,237,314,551
13097,7/4/12,3,1,7,21,1,3,0,1,93.992,34.44,0.84,104.27,40.15,0.803,53,5.591158395,222,362,584
13098,7/4/12,3,1,7,22,1,3,0,1,92.516,33.62,0.82,102.911,39.395,0.7879,56,9.321372782,175,327,502
13099,7/4/12,3,1,7,23,1,3,0,2,89.564,31.98,0.78,94.73,34.85,0.697,43,3.730214387,31,152,183
13100,7/5/12,3,1,7,0,0,4,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,4.350529057,17,71,88
13101,7/5/12,3,1,7,1,0,4,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,11.80679465,6,24,30
13102,7/5/12,3,1,7,2,0,4,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,0,4,14,18
13103,7/5/12,3,1,7,3,0,4,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,54,8.076580258,2,5,7
13104,7/5/12,3,1,7,4,0,4,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,58,0,0,7,7
13105,7/5/12,3,1,7,5,0,4,1,1,85.136,29.52,0.72,93.362,34.09,0.6818,62,0,1,28,29
13106,7/5/12,3,1,7,6,0,4,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,58,0,3,130,133
13107,7/5/12,3,1,7,7,0,4,1,1,88.088,31.16,0.76,94.73,34.85,0.697,55,0,27,316,343
13108,7/5/12,3,1,7,8,0,4,1,1,91.04,32.8,0.8,98.816,37.12,0.7424,49,5.591158395,36,514,550
13109,7/5/12,3,1,7,9,0,4,1,1,93.992,34.44,0.84,102.911,39.395,0.7879,49,12.42710931,47,246,293
13110,7/5/12,3,1,7,10,0,4,1,1,95.468,35.26,0.86,102.911,39.395,0.7879,44,14.91253118,69,117,186
13111,7/5/12,3,1,7,11,0,4,1,1,98.42,36.9,0.9,105.638,40.91,0.8182,35,12.42710931,107,137,244
13112,7/5/12,3,1,7,12,0,4,1,1,98.42,36.9,0.9,105.638,40.91,0.8182,35,14.91253118,88,188,276
13113,7/5/12,3,1,7,13,0,4,1,1,99.896,37.72,0.92,106.997,41.665,0.8333,33,9.321372782,129,181,310
13114,7/5/12,3,1,7,14,0,4,1,1,99.896,37.72,0.92,106.997,41.665,0.8333,33,13.67190184,87,154,241
13115,7/5/12,3,1,7,15,0,4,1,1,99.896,37.72,0.92,106.997,41.665,0.8333,33,14.91253118,71,183,254
13116,7/5/12,3,1,7,16,0,4,1,1,99.896,37.72,0.92,106.997,41.665,0.8333,33,10.56200212,109,324,433
13117,7/5/12,3,1,7,17,0,4,1,1,99.896,37.72,0.92,108.365,42.425,0.8485,35,6.835950919,114,575,689
13118,7/5/12,3,1,7,18,0,4,1,2,98.42,36.9,0.9,106.997,41.665,0.8333,39,13.67190184,96,511,607
13119,7/5/12,3,1,7,19,0,4,1,2,96.944,36.08,0.88,104.27,40.15,0.803,39,10.56200212,128,375,503
13120,7/5/12,3,1,7,20,0,4,1,2,95.468,35.26,0.86,102.911,39.395,0.7879,41,9.321372782,78,243,321
13121,7/5/12,3,1,7,21,0,4,1,1,93.992,34.44,0.84,101.543,38.635,0.7727,47,8.076580258,91,232,323
13122,7/5/12,3,1,7,22,0,4,1,1,92.516,33.62,0.82,104.27,40.15,0.803,59,5.591158395,63,162,225
13123,7/5/12,3,1,7,23,0,4,1,1,91.04,32.8,0.8,100.184,37.88,0.7576,55,6.835950919,32,99,131
13124,7/6/12,3,1,7,0,0,5,1,1,89.564,31.98,0.78,98.816,37.12,0.7424,62,5.591158395,39,63,102
13125,7/6/12,3,1,7,1,0,5,1,1,89.564,31.98,0.78,97.457,36.365,0.7273,55,9.321372782,7,22,29
13126,7/6/12,3,1,7,2,0,5,1,1,88.088,31.16,0.76,96.089,35.605,0.7121,62,5.591158395,4,13,17
13127,7/6/12,3,1,7,3,0,5,1,2,86.612,30.34,0.74,94.73,34.85,0.697,70,8.076580258,1,6,7
13128,7/6/12,3,1,7,4,0,5,1,1,86.612,30.34,0.74,94.73,34.85,0.697,66,9.321372782,2,4,6
13129,7/6/12,3,1,7,5,0,5,1,1,86.612,30.34,0.74,94.73,34.85,0.697,66,8.076580258,4,31,35
13130,7/6/12,3,1,7,6,0,5,1,1,86.612,30.34,0.74,94.73,34.85,0.697,66,8.076580258,4,127,131
13131,7/6/12,3,1,7,7,0,5,1,1,89.564,31.98,0.78,94.73,34.85,0.697,46,5.591158395,20,333,353
13132,7/6/12,3,1,7,8,0,5,1,1,91.04,32.8,0.8,96.089,35.605,0.7121,41,6.835950919,28,557,585
13133,7/6/12,3,1,7,9,0,5,1,1,92.516,33.62,0.82,97.457,36.365,0.7273,36,5.591158395,55,249,304
13134,7/6/12,3,1,7,10,0,5,1,1,95.468,35.26,0.86,98.816,37.12,0.7424,30,0,80,130,210
13135,7/6/12,3,1,7,11,0,5,1,1,93.992,34.44,0.84,97.457,36.365,0.7273,32,3.730214387,92,141,233
13136,7/6/12,3,1,7,12,0,5,1,1,96.944,36.08,0.88,100.184,37.88,0.7576,28,4.350529057,111,220,331
13137,7/6/12,3,1,7,13,0,5,1,1,98.42,36.9,0.9,102.911,39.395,0.7879,27,4.350529057,99,194,293
13138,7/6/12,3,1,7,14,0,5,1,1,98.42,36.9,0.9,104.27,40.15,0.803,31,6.835950919,91,184,275
13139,7/6/12,3,1,7,15,0,5,1,1,99.896,37.72,0.92,105.638,40.91,0.8182,29,8.076580258,79,206,285
13140,7/6/12,3,1,7,16,0,5,1,1,99.896,37.72,0.92,105.638,40.91,0.8182,29,4.350529057,69,300,369
13141,7/6/12,3,1,7,17,0,5,1,1,99.896,37.72,0.92,105.638,40.91,0.8182,29,0,90,486,576
13142,7/6/12,3,1,7,18,0,5,1,1,98.42,36.9,0.9,104.27,40.15,0.803,33,10.56200212,106,454,560
13143,7/6/12,3,1,7,19,0,5,1,1,96.944,36.08,0.88,102.911,39.395,0.7879,35,9.321372782,112,306,418
13144,7/6/12,3,1,7,20,0,5,1,1,95.468,35.26,0.86,101.543,38.635,0.7727,39,4.350529057,91,245,336
13145,7/6/12,3,1,7,21,0,5,1,1,92.516,33.62,0.82,101.543,38.635,0.7727,52,5.591158395,77,223,300
13146,7/6/12,3,1,7,22,0,5,1,1,91.04,32.8,0.8,100.184,37.88,0.7576,55,8.076580258,78,210,288
13147,7/6/12,3,1,7,23,0,5,1,1,91.04,32.8,0.8,102.911,39.395,0.7879,63,4.350529057,27,137,164
13148,7/7/12,3,1,7,0,0,6,0,1,89.564,31.98,0.78,100.184,37.88,0.7576,66,5.591158395,35,115,150
13149,7/7/12,3,1,7,1,0,6,0,1,88.088,31.16,0.76,97.457,36.365,0.7273,70,6.835950919,16,55,71
13150,7/7/12,3,1,7,2,0,6,0,1,88.088,31.16,0.76,98.816,37.12,0.7424,72,6.835950919,11,47,58
13151,7/7/12,3,1,7,3,0,6,0,1,86.612,30.34,0.74,96.089,35.605,0.7121,74,5.591158395,12,19,31
13152,7/7/12,3,1,7,4,0,6,0,1,86.612,30.34,0.74,96.089,35.605,0.7121,74,6.835950919,3,13,16
13153,7/7/12,3,1,7,5,0,6,0,1,86.612,30.34,0.74,96.089,35.605,0.7121,74,8.076580258,2,12,14
13154,7/7/12,3,1,7,6,0,6,0,1,86.612,30.34,0.74,96.089,35.605,0.7121,74,4.350529057,4,27,31
13155,7/7/12,3,1,7,7,0,6,0,1,89.564,31.98,0.78,100.184,37.88,0.7576,66,4.350529057,8,63,71
13156,7/7/12,3,1,7,8,0,6,0,1,92.516,33.62,0.82,106.997,41.665,0.8333,63,8.076580258,32,120,152
13157,7/7/12,3,1,7,9,0,6,0,1,93.992,34.44,0.84,106.997,41.665,0.8333,59,6.835950919,69,187,256
13158,7/7/12,3,1,7,10,0,6,0,1,99.896,37.72,0.92,109.724,43.18,0.8636,37,9.321372782,100,225,325
13159,7/7/12,3,1,7,11,0,6,0,1,101.372,38.54,0.94,111.092,43.94,0.8788,38,8.076580258,122,245,367
13160,7/7/12,3,1,7,12,0,6,0,1,102.848,39.36,0.96,109.724,43.18,0.8636,31,14.91253118,124,218,342
13161,7/7/12,3,1,7,13,0,6,0,2,102.848,39.36,0.96,109.724,43.18,0.8636,31,10.56200212,116,244,360
13162,7/7/12,3,1,7,14,0,6,0,2,102.848,39.36,0.96,109.724,43.18,0.8636,30,5.591158395,105,203,308
13163,7/7/12,3,1,7,15,0,6,0,1,102.848,39.36,0.96,108.365,42.425,0.8485,26,0,113,193,306
13164,7/7/12,3,1,7,16,0,6,0,1,105.8,41,1,109.724,43.18,0.8636,19,6.835950919,102,192,294
13165,7/7/12,3,1,7,17,0,6,0,1,102.848,39.36,0.96,108.365,42.425,0.8485,26,5.591158395,103,176,279
13166,7/7/12,3,1,7,18,0,6,0,1,101.372,38.54,0.94,106.997,41.665,0.8333,29,3.730214387,83,194,277
13167,7/7/12,3,1,7,19,0,6,0,1,99.896,37.72,0.92,106.997,41.665,0.8333,33,5.591158395,68,219,287
13168,7/7/12,3,1,7,20,0,6,0,1,98.42,36.9,0.9,105.638,40.91,0.8182,37,6.835950919,79,197,276
13169,7/7/12,3,1,7,21,0,6,0,1,96.944,36.08,0.88,102.911,39.395,0.7879,37,8.076580258,51,150,201
13170,7/7/12,3,1,7,22,0,6,0,1,93.992,34.44,0.84,106.997,41.665,0.8333,59,8.076580258,56,164,220
13171,7/7/12,3,1,7,23,0,6,0,1,93.992,34.44,0.84,105.638,40.91,0.8182,56,6.835950919,34,114,148
13172,7/8/12,3,1,7,0,0,0,0,1,92.516,33.62,0.82,102.911,39.395,0.7879,56,5.591158395,22,125,147
13173,7/8/12,3,1,7,1,0,0,0,1,92.516,33.62,0.82,102.911,39.395,0.7879,56,4.350529057,25,99,124
13174,7/8/12,3,1,7,2,0,0,0,1,92.516,33.62,0.82,101.543,38.635,0.7727,52,4.350529057,11,59,70
13175,7/8/12,3,1,7,3,0,0,0,1,91.04,32.8,0.8,101.543,38.635,0.7727,59,4.350529057,1,34,35
13176,7/8/12,3,1,7,4,0,0,0,1,89.564,31.98,0.78,100.184,37.88,0.7576,66,4.350529057,2,11,13
13177,7/8/12,3,1,7,5,0,0,0,1,89.564,31.98,0.78,98.816,37.12,0.7424,62,0,1,5,6
13178,7/8/12,3,1,7,6,0,0,0,1,89.564,31.98,0.78,101.543,38.635,0.7727,70,5.591158395,5,16,21
13179,7/8/12,3,1,7,7,0,0,0,1,91.04,32.8,0.8,104.27,40.15,0.803,66,0,19,33,52
13180,7/8/12,3,1,7,8,0,0,0,1,93.992,34.44,0.84,104.27,40.15,0.803,53,5.591158395,35,95,130
13181,7/8/12,3,1,7,9,0,0,0,1,95.468,35.26,0.86,105.638,40.91,0.8182,50,4.350529057,70,172,242
13182,7/8/12,3,1,7,10,0,0,0,1,98.42,36.9,0.9,109.724,43.18,0.8636,45,0,85,234,319
13183,7/8/12,3,1,7,11,0,0,0,1,99.896,37.72,0.92,112.451,44.695,0.8939,42,12.42710931,120,269,389
13184,7/8/12,3,1,7,12,0,0,0,1,99.896,37.72,0.92,112.451,44.695,0.8939,42,8.076580258,105,271,376
13185,7/8/12,3,1,7,13,0,0,0,1,101.372,38.54,0.94,111.092,43.94,0.8788,38,10.56200212,118,219,337
13186,7/8/12,3,1,7,14,0,0,0,1,102.848,39.36,0.96,113.819,45.455,0.9091,36,6.835950919,77,235,312
13187,7/8/12,3,1,7,15,0,0,0,3,99.896,37.72,0.92,112.451,44.695,0.8939,42,11.80679465,80,218,298
13188,7/8/12,3,1,7,16,0,0,0,2,91.04,32.8,0.8,104.27,40.15,0.803,66,9.321372782,65,226,291
13189,7/8/12,3,1,7,17,0,0,0,1,89.564,31.98,0.78,98.816,37.12,0.7424,59,0,68,202,270
13190,7/8/12,3,1,7,18,0,0,0,1,89.564,31.98,0.78,98.816,37.12,0.7424,62,4.350529057,54,199,253
13191,7/8/12,3,1,7,19,0,0,0,1,89.564,31.98,0.78,98.816,37.12,0.7424,62,6.835950919,66,184,250
13192,7/8/12,3,1,7,20,0,0,0,1,88.088,31.16,0.76,97.457,36.365,0.7273,70,3.730214387,79,206,285
13193,7/8/12,3,1,7,21,0,0,0,1,88.088,31.16,0.76,97.457,36.365,0.7273,70,5.591158395,58,149,207
13194,7/8/12,3,1,7,22,0,0,0,3,86.612,30.34,0.74,94.73,34.85,0.697,70,3.730214387,12,110,122
13195,7/8/12,3,1,7,23,0,0,0,3,82.184,27.88,0.68,89.276,31.82,0.6364,83,3.730214387,25,98,123
13196,7/9/12,3,1,7,0,0,1,1,2,82.184,27.88,0.68,89.276,31.82,0.6364,89,3.730214387,6,33,39
13197,7/9/12,3,1,7,1,0,1,1,3,83.66,28.7,0.7,92.003,33.335,0.6667,89,4.350529057,5,13,18
13198,7/9/12,3,1,7,2,0,1,1,3,83.66,28.7,0.7,92.003,33.335,0.6667,89,8.076580258,1,4,5
13199,7/9/12,3,1,7,3,0,1,1,3,83.66,28.7,0.7,92.003,33.335,0.6667,89,8.076580258,0,5,5
13200,7/9/12,3,1,7,4,0,1,1,3,80.708,27.06,0.66,85.181,29.545,0.5909,89,16.1573237,1,1,2
13201,7/9/12,3,1,7,5,0,1,1,2,80.708,27.06,0.66,86.549,30.305,0.6061,83,9.321372782,1,27,28
13202,7/9/12,3,1,7,6,0,1,1,3,79.232,26.24,0.64,83.822,28.79,0.5758,89,10.56200212,6,86,92
13203,7/9/12,3,1,7,7,0,1,1,3,80.708,27.06,0.66,86.549,30.305,0.6061,83,9.321372782,7,223,230
13204,7/9/12,3,1,7,8,0,1,1,2,80.708,27.06,0.66,86.549,30.305,0.6061,83,6.835950919,26,429,455
13205,7/9/12,3,1,7,9,0,1,1,2,80.708,27.06,0.66,86.549,30.305,0.6061,83,6.835950919,38,325,363
13206,7/9/12,3,1,7,10,0,1,1,2,80.708,27.06,0.66,86.549,30.305,0.6061,83,8.076580258,58,117,175
13207,7/9/12,3,1,7,11,0,1,1,2,85.136,29.52,0.72,93.362,34.09,0.6818,62,5.591158395,72,144,216
13208,7/9/12,3,1,7,12,0,1,1,2,86.612,30.34,0.74,93.362,34.09,0.6818,58,5.591158395,61,205,266
13209,7/9/12,3,1,7,13,0,1,1,2,88.088,31.16,0.76,94.73,34.85,0.697,55,10.56200212,67,188,255
13210,7/9/12,3,1,7,14,0,1,1,2,86.612,30.34,0.74,93.362,34.09,0.6818,55,10.56200212,58,184,242
13211,7/9/12,3,1,7,15,0,1,1,2,88.088,31.16,0.76,93.362,34.09,0.6818,45,9.321372782,66,214,280
13212,7/9/12,3,1,7,16,0,1,1,1,89.564,31.98,0.78,94.73,34.85,0.697,40,11.80679465,88,325,413
13213,7/9/12,3,1,7,17,0,1,1,1,89.564,31.98,0.78,94.73,34.85,0.697,40,6.835950919,108,741,849
13214,7/9/12,3,1,7,18,0,1,1,1,88.088,31.16,0.76,93.362,34.09,0.6818,48,5.591158395,82,790,872
13215,7/9/12,3,1,7,19,0,1,1,1,86.612,30.34,0.74,93.362,34.09,0.6818,55,6.835950919,88,543,631
13216,7/9/12,3,1,7,20,0,1,1,2,86.612,30.34,0.74,93.362,34.09,0.6818,55,4.350529057,69,378,447
13217,7/9/12,3,1,7,21,0,1,1,2,86.612,30.34,0.74,93.362,34.09,0.6818,55,3.730214387,33,298,331
13218,7/9/12,3,1,7,22,0,1,1,2,85.136,29.52,0.72,92.003,33.335,0.6667,58,4.350529057,35,189,224
13219,7/9/12,3,1,7,23,0,1,1,2,83.66,28.7,0.7,90.635,32.575,0.6515,65,4.350529057,22,109,131
13220,7/10/12,3,1,7,0,0,2,1,1,83.66,28.7,0.7,90.635,32.575,0.6515,70,3.730214387,16,53,69
13221,7/10/12,3,1,7,1,0,2,1,1,83.66,28.7,0.7,92.003,33.335,0.6667,74,5.591158395,0,15,15
13222,7/10/12,3,1,7,2,0,2,1,1,83.66,28.7,0.7,92.003,33.335,0.6667,74,5.591158395,1,15,16
13223,7/10/12,3,1,7,3,0,2,1,1,82.184,27.88,0.68,89.276,31.82,0.6364,79,0,0,3,3
13224,7/10/12,3,1,7,4,0,2,1,1,82.184,27.88,0.68,89.276,31.82,0.6364,79,5.591158395,0,4,4
13225,7/10/12,3,1,7,5,0,2,1,1,80.708,27.06,0.66,86.549,30.305,0.6061,83,5.591158395,3,39,42
13226,7/10/12,3,1,7,6,0,2,1,2,82.184,27.88,0.68,89.276,31.82,0.6364,79,4.350529057,4,183,187
13227,7/10/12,3,1,7,7,0,2,1,2,83.66,28.7,0.7,92.003,33.335,0.6667,74,4.350529057,31,489,520
13228,7/10/12,3,1,7,8,0,2,1,1,85.136,29.52,0.72,94.73,34.85,0.697,74,5.591158395,34,615,649
13229,7/10/12,3,1,7,9,0,2,1,1,86.612,30.34,0.74,94.73,34.85,0.697,66,5.591158395,47,284,331
13230,7/10/12,3,1,7,10,0,2,1,1,88.088,31.16,0.76,96.089,35.605,0.7121,62,8.076580258,56,134,190
13231,7/10/12,3,1,7,11,0,2,1,1,91.04,32.8,0.8,97.457,36.365,0.7273,46,8.076580258,92,157,249
13232,7/10/12,3,1,7,12,0,2,1,1,91.04,32.8,0.8,96.089,35.605,0.7121,41,5.591158395,69,203,272
13233,7/10/12,3,1,7,13,0,2,1,1,92.516,33.62,0.82,97.457,36.365,0.7273,38,8.076580258,77,203,280
13234,7/10/12,3,1,7,14,0,2,1,1,92.516,33.62,0.82,97.457,36.365,0.7273,38,6.835950919,71,171,242
13235,7/10/12,3,1,7,15,0,2,1,1,91.04,32.8,0.8,96.089,35.605,0.7121,41,9.321372782,77,188,265
13236,7/10/12,3,1,7,16,0,2,1,1,91.04,32.8,0.8,97.457,36.365,0.7273,43,9.321372782,89,346,435
13237,7/10/12,3,1,7,17,0,2,1,1,89.564,31.98,0.78,96.089,35.605,0.7121,49,8.076580258,103,769,872
13238,7/10/12,3,1,7,18,0,2,1,3,83.66,28.7,0.7,92.003,33.335,0.6667,74,9.321372782,70,749,819
13239,7/10/12,3,1,7,19,0,2,1,3,83.66,28.7,0.7,92.003,33.335,0.6667,74,9.321372782,55,359,414
13240,7/10/12,3,1,7,20,0,2,1,3,79.232,26.24,0.64,83.822,28.79,0.5758,83,9.321372782,9,75,84
13241,7/10/12,3,1,7,21,0,2,1,3,79.232,26.24,0.64,83.822,28.79,0.5758,89,4.350529057,7,83,90
13242,7/10/12,3,1,7,22,0,2,1,2,79.232,26.24,0.64,83.822,28.79,0.5758,83,5.591158395,14,125,139
13243,7/10/12,3,1,7,23,0,2,1,2,79.232,26.24,0.64,83.822,28.79,0.5758,89,4.350529057,29,74,103
13244,7/11/12,3,1,7,0,0,3,1,2,80.708,27.06,0.66,86.549,30.305,0.6061,83,5.591158395,6,38,44
13245,7/11/12,3,1,7,1,0,3,1,1,79.232,26.24,0.64,83.822,28.79,0.5758,89,0,3,11,14
13246,7/11/12,3,1,7,2,0,3,1,1,79.232,26.24,0.64,83.822,28.79,0.5758,89,0,0,5,5
13247,7/11/12,3,1,7,3,0,3,1,1,79.232,26.24,0.64,83.822,28.79,0.5758,89,5.591158395,0,5,5
13248,7/11/12,3,1,7,4,0,3,1,1,79.232,26.24,0.64,83.822,28.79,0.5758,89,5.591158395,1,6,7
13249,7/11/12,3,1,7,5,0,3,1,1,79.232,26.24,0.64,83.822,28.79,0.5758,89,0,5,36,41
13250,7/11/12,3,1,7,6,0,3,1,1,79.232,26.24,0.64,83.822,28.79,0.5758,89,5.591158395,17,168,185
13251,7/11/12,3,1,7,7,0,3,1,2,80.708,27.06,0.66,86.549,30.305,0.6061,83,4.350529057,26,471,497
13252,7/11/12,3,1,7,8,0,3,1,2,82.184,27.88,0.68,89.276,31.82,0.6364,79,6.835950919,30,644,674
13253,7/11/12,3,1,7,9,0,3,1,2,83.66,28.7,0.7,92.003,33.335,0.6667,74,5.591158395,30,298,328
13254,7/11/12,3,1,7,10,0,3,1,2,85.136,29.52,0.72,93.362,34.09,0.6818,62,5.591158395,47,148,195
13255,7/11/12,3,1,7,11,0,3,1,2,88.088,31.16,0.76,96.089,35.605,0.7121,58,5.591158395,56,173,229
13256,7/11/12,3,1,7,12,0,3,1,2,89.564,31.98,0.78,94.73,34.85,0.697,43,0,69,223,292
13257,7/11/12,3,1,7,13,0,3,1,2,91.04,32.8,0.8,96.089,35.605,0.7121,42,6.835950919,65,208,273
13258,7/11/12,3,1,7,14,0,3,1,1,91.04,32.8,0.8,96.089,35.605,0.7121,41,9.321372782,66,175,241
13259,7/11/12,3,1,7,15,0,3,1,1,91.04,32.8,0.8,96.089,35.605,0.7121,41,10.56200212,56,220,276
13260,7/11/12,3,1,7,16,0,3,1,1,91.04,32.8,0.8,96.089,35.605,0.7121,38,8.076580258,53,358,411
13261,7/11/12,3,1,7,17,0,3,1,1,91.04,32.8,0.8,94.73,34.85,0.697,31,9.321372782,90,740,830
13262,7/11/12,3,1,7,18,0,3,1,1,89.564,31.98,0.78,93.362,34.09,0.6818,38,10.56200212,79,735,814
13263,7/11/12,3,1,7,19,0,3,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,48,9.321372782,73,560,633
13264,7/11/12,3,1,7,20,0,3,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,6.835950919,73,410,483
13265,7/11/12,3,1,7,21,0,3,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,58,9.321372782,69,322,391
13266,7/11/12,3,1,7,22,0,3,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,58,10.56200212,41,203,244
13267,7/11/12,3,1,7,23,0,3,1,2,83.66,28.7,0.7,90.635,32.575,0.6515,58,10.56200212,20,132,152
13268,7/12/12,3,1,7,0,0,4,1,2,82.184,27.88,0.68,89.276,31.82,0.6364,61,0,1,55,56
13269,7/12/12,3,1,7,1,0,4,1,2,80.708,27.06,0.66,87.908,31.06,0.6212,61,0,0,21,21
13270,7/12/12,3,1,7,2,0,4,1,2,80.708,27.06,0.66,87.908,31.06,0.6212,65,3.730214387,0,9,9
13271,7/12/12,3,1,7,3,0,4,1,1,79.232,26.24,0.64,86.549,30.305,0.6061,69,4.350529057,0,10,10
13272,7/12/12,3,1,7,4,0,4,1,1,79.232,26.24,0.64,86.549,30.305,0.6061,73,4.350529057,0,5,5
13273,7/12/12,3,1,7,5,0,4,1,1,77.756,25.42,0.62,85.181,29.545,0.5909,73,4.350529057,4,40,44
13274,7/12/12,3,1,7,6,0,4,1,1,79.232,26.24,0.64,86.549,30.305,0.6061,73,3.730214387,7,171,178
13275,7/12/12,3,1,7,7,0,4,1,1,79.232,26.24,0.64,86.549,30.305,0.6061,73,5.591158395,32,480,512
13276,7/12/12,3,1,7,8,0,4,1,1,82.184,27.88,0.68,89.276,31.82,0.6364,65,5.591158395,49,653,702
13277,7/12/12,3,1,7,9,0,4,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,58,4.350529057,42,285,327
13278,7/12/12,3,1,7,10,0,4,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,48,6.835950919,69,145,214
13279,7/12/12,3,1,7,11,0,4,1,1,88.088,31.16,0.76,93.362,34.09,0.6818,45,4.350529057,49,166,215
13280,7/12/12,3,1,7,12,0,4,1,1,89.564,31.98,0.78,93.362,34.09,0.6818,35,5.591158395,71,221,292
13281,7/12/12,3,1,7,13,0,4,1,1,91.04,32.8,0.8,94.73,34.85,0.697,33,9.321372782,52,225,277
13282,7/12/12,3,1,7,14,0,4,1,1,89.564,31.98,0.78,93.362,34.09,0.6818,33,9.321372782,42,167,209
13283,7/12/12,3,1,7,15,0,4,1,1,91.04,32.8,0.8,96.089,35.605,0.7121,36,8.076580258,63,208,271
13284,7/12/12,3,1,7,16,0,4,1,1,91.04,32.8,0.8,96.089,35.605,0.7121,36,8.076580258,69,370,439
13285,7/12/12,3,1,7,17,0,4,1,1,88.088,31.16,0.76,93.362,34.09,0.6818,43,9.321372782,91,704,795
13286,7/12/12,3,1,7,18,0,4,1,1,88.088,31.16,0.76,93.362,34.09,0.6818,45,5.591158395,86,739,825
13287,7/12/12,3,1,7,19,0,4,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,48,9.321372782,97,532,629
13288,7/12/12,3,1,7,20,0,4,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,48,9.321372782,75,439,514
13289,7/12/12,3,1,7,21,0,4,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,48,9.321372782,44,329,373
13290,7/12/12,3,1,7,22,0,4,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,51,6.835950919,56,262,318
13291,7/12/12,3,1,7,23,0,4,1,2,83.66,28.7,0.7,90.635,32.575,0.6515,51,9.321372782,33,178,211
13292,7/13/12,3,1,7,0,0,5,1,2,83.66,28.7,0.7,90.635,32.575,0.6515,54,6.835950919,19,76,95
13293,7/13/12,3,1,7,1,0,5,1,2,82.184,27.88,0.68,89.276,31.82,0.6364,54,4.350529057,17,42,59
13294,7/13/12,3,1,7,2,0,5,1,2,80.708,27.06,0.66,87.908,31.06,0.6212,61,3.730214387,2,15,17
13295,7/13/12,3,1,7,3,0,5,1,2,82.184,27.88,0.68,89.276,31.82,0.6364,61,0,2,7,9
13296,7/13/12,3,1,7,4,0,5,1,2,80.708,27.06,0.66,87.908,31.06,0.6212,61,0,0,11,11
13297,7/13/12,3,1,7,5,0,5,1,2,80.708,27.06,0.66,89.276,31.82,0.6364,56,3.730214387,4,30,34
13298,7/13/12,3,1,7,6,0,5,1,2,83.66,28.7,0.7,90.635,32.575,0.6515,54,0,7,120,127
13299,7/13/12,3,1,7,7,0,5,1,2,83.66,28.7,0.7,90.635,32.575,0.6515,54,0,27,353,380
13300,7/13/12,3,1,7,8,0,5,1,2,83.66,28.7,0.7,90.635,32.575,0.6515,54,0,53,660,713
13301,7/13/12,3,1,7,9,0,5,1,2,85.136,29.52,0.72,92.003,33.335,0.6667,51,0,70,344,414
13302,7/13/12,3,1,7,10,0,5,1,2,86.612,30.34,0.74,92.003,33.335,0.6667,48,0,78,190,268
13303,7/13/12,3,1,7,11,0,5,1,2,88.088,31.16,0.76,93.362,34.09,0.6818,45,5.591158395,68,220,288
13304,7/13/12,3,1,7,12,0,5,1,2,88.088,31.16,0.76,93.362,34.09,0.6818,40,4.350529057,125,254,379
13305,7/13/12,3,1,7,13,0,5,1,2,91.04,32.8,0.8,96.089,35.605,0.7121,38,5.591158395,100,274,374
13306,7/13/12,3,1,7,14,0,5,1,2,91.04,32.8,0.8,96.089,35.605,0.7121,38,0,120,249,369
13307,7/13/12,3,1,7,15,0,5,1,2,91.04,32.8,0.8,96.089,35.605,0.7121,36,4.350529057,92,261,353
13308,7/13/12,3,1,7,16,0,5,1,2,91.04,32.8,0.8,96.089,35.605,0.7121,36,9.321372782,111,381,492
13309,7/13/12,3,1,7,17,0,5,1,2,91.04,32.8,0.8,96.089,35.605,0.7121,36,6.835950919,138,697,835
13310,7/13/12,3,1,7,18,0,5,1,1,89.564,31.98,0.78,94.73,34.85,0.697,46,8.076580258,108,523,631
13311,7/13/12,3,1,7,19,0,5,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,6.835950919,103,385,488
