Instant,Date,Season,Year,Month,Holiday,Weekday,Workingday,Weathersit,Temp_F,Temp_C,Temp_Normalized,Feelslike_Temp_F,Feelslike_Temp_C,Feelslike_Temp_Normalized,Humidity,Humidity_Normalized,Windspeed,Windspeed_Normalized,Not_Registered,Registered,Count
513,5/27/12,2,1,5,0,0,0,1,82.922,28.29,0.69,89.72825,32.07125,0.641425,69.7083,0.697083,8.957968303,0.215171,3283,3308,6591
514,5/28/12,2,1,5,1,1,0,1,84.5825,29.2125,0.7125,93.137,33.965,0.6793,67.625,0.67625,8.181534169,0.196521,2557,3486,6043
515,5/29/12,2,1,5,0,2,1,1,85.3205,29.6225,0.7225,92.56928,33.6496,0.672992,68.4583,0.684583,12.29805056,0.2954,880,4863,5743
516,5/30/12,2,1,5,0,3,1,2,80.4620246,26.923347,0.656667,87.00161,30.55645,0.611129,67,0.67,5.592365719,0.134329,745,6110,6855
517,5/31/12,2,1,5,0,4,1,1,82.184,27.88,0.68,88.81961,31.56645,0.631329,49.2917,0.492917,8.129827403,0.195279,1100,6238,7338
518,6/1/12,2,1,6,0,5,1,2,80.2775246,26.820847,0.654167,86.71658,30.3981,0.607962,75.5417,0.755417,9.890188844,0.237563,533,3594,4127
519,6/2/12,2,1,6,0,6,0,1,75.0499754,23.916653,0.583333,82.96592,28.3144,0.566288,54.9167,0.549167,7.766922506,0.186562,2795,5325,8120
520,6/3/12,2,1,6,0,0,0,1,76.4645,24.7025,0.6025,83.76197,28.75665,0.575133,49.3333,0.493333,7.66388366,0.184087,2494,5147,7641
521,6/4/12,2,1,6,0,1,1,1,76.0955,24.4975,0.5975,84.04547,28.91415,0.578283,48.7083,0.487083,11.85812672,0.284833,1071,5927,6998
522,6/5/12,2,1,6,0,2,1,2,71.9134754,22.174153,0.540833,79.33028,26.2946,0.525892,61.3333,0.613333,8.724996431,0.209575,968,6033,7001
523,6/6/12,2,1,6,0,3,1,1,72.8975246,22.720847,0.554167,80.80628,27.1146,0.542292,61.125,0.61125,3.210856971,0.077125,1027,6028,7055
524,6/7/12,2,1,6,0,4,1,1,76.4645,24.7025,0.6025,83.24978,28.4721,0.569442,56.7083,0.567083,6.550772699,0.15735,1038,6456,7494
525,6/8/12,2,1,6,0,5,1,1,79.9085246,26.615847,0.649167,85.80758,29.8931,0.597862,46.7917,0.467917,7.301519976,0.175383,1488,6248,7736
526,6/9/12,2,1,6,0,6,0,1,84.4594754,29.144153,0.710833,90.35303,32.41835,0.648367,43.7083,0.437083,6.006935751,0.144287,2708,4790,7498
527,6/10/12,2,1,6,0,0,0,1,85.6280246,29.793347,0.726667,91.71653,33.17585,0.663517,53.8333,0.538333,5.56705355,0.133721,2224,4374,6598
528,6/11/12,2,1,6,0,1,1,2,85.1974754,29.554153,0.720833,91.37489,32.98605,0.659721,58.7917,0.587917,8.647477913,0.207713,1017,5647,6664
529,6/12/12,2,1,6,0,2,1,2,80.2159754,26.786653,0.653333,85.80875,29.89375,0.597875,83.3333,0.833333,8.931948392,0.214546,477,4495,4972
530,6/13/12,2,1,6,0,3,1,1,80.4004754,26.889153,0.655833,87.00053,30.55585,0.611117,58.2083,0.582083,14.29134224,0.343279,1173,6248,7421
531,6/14/12,2,1,6,0,4,1,1,79.8469754,26.581653,0.648333,88.19447,31.21915,0.624383,56.9583,0.569583,10.56337597,0.253733,1180,6183,7363
532,6/15/12,2,1,6,0,5,1,1,79.1705246,26.205847,0.639167,85.97786,29.9877,0.599754,58.9583,0.589583,7.352893688,0.176617,1563,6102,7665
533,6/16/12,2,1,6,0,6,0,1,78.6170246,25.898347,0.631667,85.52372,29.7354,0.594708,50.4167,0.504167,6.938656711,0.166667,2963,4739,7702
534,6/17/12,2,1,6,0,0,0,1,75.7265,24.2925,0.5925,83.47775,28.59875,0.571975,59.875,0.59875,6.032622607,0.144904,2634,4344,6978
535,6/18/12,2,1,6,0,1,1,2,73.9429754,23.301653,0.568333,81.03578,27.2421,0.544842,77.7917,0.777917,7.275000483,0.174746,653,4446,5099
536,6/19/12,2,1,6,0,2,1,1,82.7989754,28.221653,0.688333,90.92228,32.7346,0.654692,69,0.69,6.162222578,0.148017,968,5857,6825
537,6/20/12,2,1,6,0,3,1,1,89.7485,32.0825,0.7825,96.88775,36.04875,0.720975,59.2083,0.592083,4.738204909,0.113812,872,5339,6211
538,6/21/12,3,1,6,0,4,1,1,91.4704754,33.039153,0.805833,99.72878,37.6271,0.752542,56.7917,0.567917,4.945323397,0.118787,778,5127,5905
539,6/22/12,3,1,6,0,5,1,1,89.3795,31.8775,0.7775,97.17089,36.20605,0.724121,57.375,0.57375,7.612051998,0.182842,964,4859,5823
540,6/23/12,3,1,6,0,6,0,1,85.9970246,29.998347,0.731667,90.75128,32.6396,0.652792,53.4583,0.534583,7.482118972,0.179721,2657,4801,7458
541,6/24/12,3,1,6,0,0,0,1,86.8579754,30.476653,0.743333,92.68286,33.7127,0.674254,47.9167,0.479167,6.05847599,0.145525,2551,4340,6891
542,6/25/12,3,1,6,0,1,1,1,84.8284754,29.349153,0.715833,90.86378,32.7021,0.654042,50.4167,0.504167,12.5055021,0.300383,1139,5640,6779
543,6/26/12,3,1,6,0,2,1,1,78.5554754,25.864153,0.630833,85.52336,29.7352,0.594704,37.3333,0.373333,14.47298203,0.347642,1077,6365,7442
544,6/27/12,3,1,6,0,3,1,1,83.4755,28.5975,0.6975,89.67128,32.0396,0.640792,36,0.36,11.31449794,0.271775,1077,6258,7335
545,6/28/12,3,1,6,0,4,1,1,87.2885246,30.715847,0.749167,92.79608,33.7756,0.675512,42.25,0.4225,7.146108254,0.17165,921,5958,6879
546,6/29/12,3,1,6,0,5,1,1,93.5615246,34.200847,0.834167,102.79517,39.33065,0.786613,48.875,0.48875,6.886616889,0.165417,829,4634,5463
547,6/30/12,3,1,6,0,6,0,1,88.457,31.365,0.765,93.87572,34.3754,0.687508,60.125,0.60125,6.705684839,0.161071,1455,4232,5687
548,7/1/12,3,1,7,0,0,0,1,92.2084754,33.449153,0.815833,99.55661,37.53145,0.750629,51.875,0.51875,7.016175228,0.168529,1421,4110,5531
549,7/2/12,3,1,7,0,1,1,1,89.6870246,32.048347,0.781667,95.18342,35.1019,0.702038,44.7083,0.447083,8.129327821,0.195267,904,5323,6227
550,7/3/12,3,1,7,0,2,1,1,89.6254754,32.014153,0.780833,95.2385,35.1325,0.70265,49.2083,0.492083,5.255480732,0.126237,1052,5608,6660
551,7/4/12,3,1,7,1,3,0,1,90.2405246,32.355847,0.789167,97.91033,36.61685,0.732337,53.875,0.53875,5.618219102,0.13495,2562,4841,7403
552,7/5/12,3,1,7,0,4,1,1,93.0695,33.9275,0.8275,100.52303,38.06835,0.761367,45.7917,0.457917,8.077787582,0.194029,1405,4836,6241
553,7/6/12,3,1,7,0,5,1,1,93.1309754,33.961653,0.828333,99.72797,37.62665,0.752533,45.0833,0.450833,6.084162846,0.146142,1366,4841,6207
554,7/7/12,3,1,7,0,6,0,1,95.5910246,35.328347,0.861667,104.44217,40.24565,0.804913,49.2083,0.492083,6.80905674,0.163554,1448,3392,4840
555,7/8/12,3,1,7,0,0,0,1,92.7005,33.7225,0.8225,103.13564,39.5198,0.790396,57.375,0.57375,5.230168563,0.125629,1203,3469,4672
556,7/9/12,3,1,7,0,1,1,2,84.4594754,29.144153,0.710833,90.86486,32.7027,0.654054,68.3333,0.683333,7.534325321,0.180975,998,5571,6569
557,7/10/12,3,1,7,0,2,1,2,85.1974754,29.554153,0.720833,91.83164,33.2398,0.664796,66.75,0.6675,6.317093086,0.151737,954,5336,6290
558,7/11/12,3,1,7,0,3,1,1,84.8900246,29.383347,0.716667,90.52439,32.51355,0.650271,63.3333,0.633333,6.316926558,0.151733,975,6289,7264
559,7/12/12,3,1,7,0,4,1,1,84.8284754,29.349153,0.715833,90.92147,32.73415,0.654683,52.9583,0.529583,6.110515811,0.146775,1032,6414,7446
560,7/13/12,3,1,7,0,5,1,2,85.9970246,29.998347,0.731667,92.11397,33.39665,0.667933,48.5833,0.485833,3.365935638,0.08085,1511,5988,7499
561,7/14/12,3,1,7,0,6,0,2,83.9059754,28.836653,0.703333,91.94378,33.3021,0.666042,69.9167,0.699167,5.981623582,0.143679,2355,4614,6969
562,7/15/12,3,1,7,0,0,0,1,87.0424754,30.579153,0.745833,95.46764,35.2598,0.705196,71.7917,0.717917,6.938656711,0.166667,1920,4111,6031
563,7/16/12,3,1,7,0,1,1,1,88.3339754,31.296653,0.763333,97.17125,36.20625,0.724125,64.5,0.645,6.835409705,0.164187,1088,5742,6830
564,7/17/12,3,1,7,0,2,1,1,92.3929754,33.551653,0.818333,100.01147,37.78415,0.755683,50.5833,0.505833,4.763891765,0.114429,921,5865,6786
565,7/18/12,3,1,7,0,3,1,1,90.5479754,32.526653,0.793333,99.10247,37.27915,0.745583,57.7083,0.577083,5.72196569,0.137442,799,4914,5713
566,7/19/12,3,1,7,0,4,1,1,88.826,31.57,0.77,96.31778,35.7321,0.714642,60.0417,0.600417,6.887116472,0.165429,888,5703,6591
567,7/20/12,3,1,7,0,5,1,2,81.1384754,27.299153,0.665833,87.17225,30.65125,0.613025,84.4167,0.844167,8.699684262,0.208967,747,5123,5870
568,7/21/12,3,1,7,0,6,0,3,75.9724754,24.429153,0.595833,81.49208,27.4956,0.549912,86.5417,0.865417,8.880075098,0.2133,1264,3195,4459
569,7/22/12,3,1,7,0,0,0,2,81.2615,27.3675,0.6675,88.08125,31.15625,0.623125,76.25,0.7625,3.910097315,0.0939208,2544,4866,7410
570,7/23/12,3,1,7,0,1,1,1,86.7350246,30.408347,0.741667,94.10153,34.50085,0.690017,69.4167,0.694167,5.773630824,0.138683,1135,5831,6966
571,7/24/12,3,1,7,0,2,1,1,87.4114754,30.784153,0.750833,95.5805,35.3225,0.70645,65.5,0.655,8.80322269,0.211454,1140,6452,7592
572,7/25/12,3,1,7,0,3,1,1,85.4435246,29.690847,0.724167,90.86486,32.7027,0.654054,45,0.45,6.860930034,0.1648,1383,6790,8173
573,7/26/12,3,1,7,0,4,1,1,89.3180246,31.843347,0.776667,98.53367,36.96315,0.739263,59.6667,0.596667,11.85729409,0.284813,1036,5825,6861
574,7/27/12,3,1,7,0,5,1,1,89.6870246,32.048347,0.781667,98.07953,36.71085,0.734217,59.4583,0.594583,6.369341066,0.152992,1259,5645,6904
575,7/28/12,3,1,7,0,6,0,1,87.7804754,30.989153,0.755833,94.78436,34.8802,0.697604,61.3333,0.613333,6.550772699,0.15735,2234,4451,6685
576,7/29/12,3,1,7,0,0,0,1,85.2590246,29.588347,0.721667,92.11397,33.39665,0.667933,62.375,0.62375,7.093901905,0.170396,2153,4444,6597
577,7/30/12,3,1,7,0,1,1,1,85.9354754,29.964153,0.730833,93.64883,34.24935,0.684987,66.875,0.66875,6.395360977,0.153617,1040,6065,7105
578,7/31/12,3,1,7,0,2,1,1,84.6439754,29.246653,0.713333,91.66064,33.1448,0.662896,70.4167,0.704167,6.886949944,0.165425,968,6248,7216
579,8/1/12,3,1,8,0,3,1,1,84.9515,29.4175,0.7175,92.05772,33.3654,0.667308,67.75,0.6775,5.877543939,0.141179,1074,6506,7580
580,8/2/12,3,1,8,0,4,1,1,87.5345,30.8525,0.7525,95.63792,35.3544,0.707088,65.9583,0.659583,5.38524723,0.129354,983,6278,7261
581,8/3/12,3,1,8,0,5,1,2,88.5184754,31.399153,0.765833,97.05803,36.14335,0.722867,64.25,0.6425,8.983821686,0.215792,1328,5847,7175
582,8/4/12,3,1,8,0,6,0,1,90.5479754,32.526653,0.793333,99.61403,37.56335,0.751267,61.3333,0.613333,10.71845464,0.257458,2345,4479,6824
583,8/5/12,3,1,8,0,0,0,1,88.7645246,31.535847,0.769167,97.79711,36.55395,0.731079,65.25,0.6525,12.09076554,0.290421,1707,3757,5464
584,8/6/12,3,1,8,0,1,1,2,87.5345,30.8525,0.7525,95.92214,35.5123,0.710246,65.4167,0.654167,5.38524723,0.129354,1233,5780,7013
585,8/7/12,3,1,8,0,2,1,2,86.3044754,30.169153,0.735833,94.78589,34.88105,0.697621,70.375,0.70375,4.867097138,0.116908,1278,5995,7273
586,8/8/12,3,1,8,0,3,1,2,87.35,30.75,0.75,95.69453,35.38585,0.707717,67.2917,0.672917,4.60864657,0.1107,1263,6271,7534
587,8/9/12,3,1,8,0,4,1,1,87.7804754,30.989153,0.755833,94.95572,34.9754,0.699508,62.0417,0.620417,6.498732878,0.1561,1196,6090,7286
588,8/10/12,3,1,8,0,5,1,2,84.8284754,29.349153,0.715833,92.11478,33.3971,0.667942,71.5833,0.715833,9.942228666,0.238813,1065,4721,5786
589,8/11/12,3,1,8,0,6,0,2,83.1065,28.3925,0.6925,89.44403,31.91335,0.638267,73.2917,0.732917,8.596104202,0.206479,2247,4052,6299
590,8/12/12,3,1,8,0,0,0,1,83.7214754,28.734153,0.700833,90.01211,32.22895,0.644579,53.0417,0.530417,5.100402065,0.122512,2182,4362,6544
591,8/13/12,3,1,8,0,1,1,1,85.1974754,29.554153,0.720833,91.60286,33.1127,0.662254,54.5417,0.545417,5.670758506,0.136212,1207,5676,6883
592,8/14/12,3,1,8,0,2,1,1,85.6280246,29.793347,0.726667,92.91011,33.83895,0.676779,68.6667,0.686667,7.042361666,0.169158,1128,5656,6784
593,8/15/12,3,1,8,0,3,1,1,84.1520246,28.973347,0.706667,90.86333,32.70185,0.654037,61.9583,0.619583,7.067881995,0.169771,1198,6149,7347
594,8/16/12,3,1,8,0,4,1,1,85.0745246,29.485847,0.719167,90.92192,32.7344,0.654688,51.9167,0.519167,5.903230795,0.141796,1338,6267,7605
595,8/17/12,3,1,8,0,5,1,1,85.3819754,29.656653,0.723333,53.816,12.12,0.2424,57.0833,0.570833,9.631696644,0.231354,1483,5665,7148
596,8/18/12,3,1,8,0,6,0,1,82.0609754,27.811653,0.678333,87.62639,30.90355,0.618071,60.3333,0.603333,7.404933509,0.177867,2827,5038,7865
597,8/19/12,3,1,8,0,0,0,2,78.9244754,26.069153,0.635833,86.31986,30.1777,0.603554,71.1667,0.711667,3.599074038,0.08645,1208,3341,4549
598,8/20/12,3,1,8,0,1,1,2,78.9244754,26.069153,0.635833,85.63703,29.79835,0.595967,73.4167,0.734167,5.411267141,0.129979,1026,5504,6530
599,8/21/12,3,1,8,0,2,1,1,79.9085246,26.615847,0.649167,86.09225,30.05125,0.601025,67.375,0.67375,3.029583539,0.0727708,1081,5925,7006
600,8/22/12,3,1,8,0,3,1,1,81.2615,27.3675,0.6675,87.96686,31.0927,0.621854,67.7083,0.677083,2.926024295,0.0702833,1094,6281,7375
601,8/23/12,3,1,8,0,4,1,1,83.3524754,28.529153,0.695833,89.33072,31.8504,0.637008,63.5833,0.635833,3.521880248,0.0845958,1363,6402,7765
602,8/24/12,3,1,8,0,5,1,2,83.8445,28.8025,0.7025,90.239,32.355,0.6471,61.5,0.615,3.003563629,0.0721458,1325,6257,7582
603,8/25/12,3,1,8,0,6,0,2,80.8310246,27.128347,0.661667,87.68264,30.9348,0.618696,71.2917,0.712917,10.17515891,0.244408,1829,4224,6053
604,8/26/12,3,1,8,0,0,0,2,80.2159754,26.786653,0.653333,85.63964,29.7998,0.595996,84.5833,0.845833,9.527783529,0.228858,1483,3772,5255
605,8/27/12,3,1,8,0,1,1,1,83.9059754,28.836653,0.703333,90.92192,32.7344,0.654688,73.0417,0.730417,5.359393847,0.128733,989,5928,6917
606,8/28/12,3,1,8,0,2,1,1,85.7509754,29.861653,0.728333,91.9445,33.3025,0.66605,62,0.62,7.948562298,0.190925,935,6105,7040
607,8/29/12,3,1,8,0,3,1,1,82.553,28.085,0.685,89.21597,31.78665,0.635733,55.2083,0.552083,4.686165088,0.112562,1177,6520,7697
608,8/30/12,3,1,8,0,4,1,1,84.1520246,28.973347,0.706667,90.75011,32.63895,0.652779,59.0417,0.590417,3.210511427,0.0771167,1172,6541,7713
609,8/31/12,3,1,8,0,5,1,1,88.3955246,31.330847,0.764167,94.046,34.47,0.6894,58.75,0.5875,7.016341756,0.168533,1433,5917,7350
610,9/1/12,3,1,9,0,6,0,2,87.5959754,30.886653,0.753333,95.23886,35.1327,0.702654,63.8333,0.638333,4.712184998,0.113187,2352,3788,6140
611,9/2/12,3,1,9,0,0,0,2,83.4140246,28.563347,0.696667,90.41,32.45,0.649,81.5,0.815,2.667386383,0.0640708,2613,3197,5810
612,9/3/12,3,1,9,1,1,0,1,84.2135,29.0075,0.7075,91.54661,33.08145,0.661629,79.0833,0.790833,6.291447862,0.151121,1965,4069,6034
613,9/4/12,3,1,9,0,2,1,1,85.5664754,29.759153,0.725833,93.81992,34.3444,0.686888,75.5,0.755,9.838482078,0.236321,867,5997,6864
614,9/5/12,3,1,9,0,3,1,1,86.3660246,30.203347,0.736667,95.80847,35.44915,0.708983,74.125,0.74125,7.818795799,0.187808,832,6280,7112
615,9/6/12,3,1,9,0,4,1,2,83.4140246,28.563347,0.696667,90.97961,32.76645,0.655329,81.0417,0.810417,5.929250706,0.142421,611,5592,6203
616,9/7/12,3,1,9,0,5,1,1,83.9059754,28.836653,0.703333,91.14836,32.8602,0.657204,73.625,0.73625,7.145941727,0.171646,1045,6459,7504
617,9/8/12,3,1,9,0,6,0,2,80.6465246,27.025847,0.659167,87.00089,30.55605,0.611121,79.9167,0.799167,11.70288153,0.281104,1557,4419,5976
618,9/9/12,3,1,9,0,0,0,1,77.018,25.01,0.61,84.10325,28.94625,0.578925,54.75,0.5475,9.346185369,0.224496,2570,5657,8227
619,9/10/12,3,1,9,0,1,1,1,75.0499754,23.916653,0.583333,82.90886,28.2827,0.565654,50.375,0.50375,10.77070262,0.258713,1118,6407,7525
620,9/11/12,3,1,9,0,2,1,1,74.6195,23.6775,0.5775,81.88628,27.7146,0.554292,52,0.52,3.832387291,0.0920542,1070,6697,7767
621,9/12/12,3,1,9,0,3,1,1,76.2185246,24.565847,0.599167,83.30675,28.50375,0.570075,57.7083,0.577083,5.488993818,0.131846,1050,6820,7870
622,9/13/12,3,1,9,0,4,1,1,77.2025,25.1125,0.6125,84.16022,28.9779,0.579558,63.7083,0.637083,3.443820517,0.0827208,1054,6750,7804
623,9/14/12,3,1,9,0,5,1,1,78.7399754,25.966653,0.633333,85.46747,29.70415,0.594083,67.25,0.6725,4.324009564,0.103863,1379,6630,8009
624,9/15/12,3,1,9,0,6,0,1,76.8949754,24.941653,0.608333,84.72803,29.29335,0.585867,50.1667,0.501667,10.30475888,0.247521,3160,5554,8714
625,9/16/12,3,1,9,0,0,0,1,74.804,23.78,0.58,82.68125,28.15625,0.563125,57,0.57,3.754498249,0.0901833,2166,5167,7333
626,9/17/12,3,1,9,0,1,1,2,74.8654754,23.814153,0.580833,81.7745,27.6525,0.55305,73.4583,0.734583,6.317301245,0.151742,1022,5847,6869
627,9/18/12,3,1,9,0,2,1,2,78.0019754,25.556653,0.623333,82.85603,28.25335,0.565067,87.25,0.8725,14.88701085,0.357587,371,3702,4073
628,9/19/12,3,1,9,0,3,1,1,72.7745,22.6525,0.5525,80.63636,27.0202,0.540404,53.6667,0.536667,8.95813483,0.215175,788,6803,7591
629,9/20/12,3,1,9,0,4,1,1,72.3440246,22.413347,0.546667,79.89728,26.6096,0.532192,61.8333,0.618333,4.919511646,0.118167,939,6781,7720
630,9/21/12,3,1,9,0,5,1,1,76.2185246,24.565847,0.599167,83.47739,28.59855,0.571971,66.875,0.66875,6.420839673,0.154229,1250,6917,8167
631,9/22/12,3,1,9,0,6,0,1,79.97,26.65,0.65,86.94392,30.5244,0.610488,64.6667,0.646667,11.8060869,0.283583,2512,5883,8395
632,9/23/12,4,1,9,0,0,0,1,71.0525246,21.695847,0.529167,78.70397,25.94665,0.518933,46.7083,0.467083,9.29464513,0.223258,2454,5453,7907
633,9/24/12,4,1,9,0,1,1,1,69.9455246,21.080847,0.514167,77.22617,25.12565,0.502513,49.2917,0.492917,5.928542964,0.142404,1001,6435,7436
634,9/25/12,4,1,9,0,2,1,1,72.59,22.55,0.55,80.97611,27.20895,0.544179,57,0.57,9.838482078,0.236321,845,6693,7538
635,9/26/12,4,1,9,0,3,1,1,78.863,26.035,0.635,85.69517,29.83065,0.596613,63.0833,0.630833,10.17482585,0.2444,787,6946,7733
636,9/27/12,4,1,9,0,4,1,2,79.97,26.65,0.65,86.71775,30.39875,0.607975,69.0833,0.690833,5.592906933,0.134342,751,6642,7393
637,9/28/12,4,1,9,0,5,1,2,77.6945246,25.385847,0.619167,84.72767,29.29315,0.585863,69,0.69,6.83507665,0.164179,1045,6370,7415
638,9/29/12,4,1,9,0,6,0,1,72.0365,22.2425,0.5425,79.72664,26.5148,0.530296,54.2917,0.542917,9.475577181,0.227604,2589,5966,8555
639,9/30/12,4,1,9,0,0,0,1,70.8680246,21.593347,0.526667,78.58967,25.88315,0.517663,58.3333,0.583333,5.618552157,0.134958,2015,4874,6889
640,10/1/12,4,1,10,0,1,1,2,70.4374754,21.354153,0.520833,78.08,25.6,0.512,64.9167,0.649167,3.780347469,0.0908042,763,6015,6778
641,10/2/12,4,1,10,0,2,1,3,75.6034754,24.224153,0.590833,80.80997,27.11665,0.542333,87.1667,0.871667,4.34948826,0.104475,315,4324,4639
642,10/3/12,4,1,10,0,3,1,2,80.5235,26.9575,0.6575,85.92197,29.95665,0.599133,79.375,0.79375,2.77042523,0.0665458,728,6844,7572
643,10/4/12,4,1,10,0,4,1,2,80.5235,26.9575,0.6575,86.71775,30.39875,0.607975,72.2917,0.722917,4.893658263,0.117546,891,6437,7328
644,10/5/12,4,1,10,0,5,1,1,77.387,25.215,0.615,84.21683,29.00935,0.580187,62.75,0.6275,4.427547992,0.10635,1516,6640,8156
645,10/6/12,4,1,10,0,6,0,1,72.8975246,22.720847,0.554167,80.46689,26.92605,0.538521,66.4167,0.664167,11.15837847,0.268025,3031,4934,7965
646,10/7/12,4,1,10,0,0,0,2,62.6884754,17.049153,0.415833,69.78317,20.99065,0.419813,70.8333,0.708333,5.876836198,0.141162,781,2729,3510
647,10/8/12,4,1,10,1,1,0,2,60.2899754,15.716653,0.383333,66.88472,19.3804,0.387608,70.9583,0.709583,7.896689004,0.189679,874,4604,5478
648,10/9/12,4,1,10,0,2,1,2,64.9640246,18.313347,0.446667,71.43008,21.9056,0.438112,76.1667,0.761667,7.922542387,0.1903,601,5791,6392
649,10/10/12,4,1,10,0,3,1,1,69.9455246,21.080847,0.514167,77.28278,25.1571,0.503142,63.0833,0.630833,7.819337014,0.187821,780,6911,7691
650,10/11/12,4,1,10,0,4,1,1,64.103,17.835,0.435,70.80503,21.55835,0.431167,46.3333,0.463333,7.560178704,0.181596,834,6736,7570
651,10/12/12,4,1,10,0,5,1,1,64.2875,17.9375,0.4375,70.97639,21.65355,0.433071,53.9167,0.539167,9.787316526,0.235092,1060,6222,7282
652,10/13/12,4,1,10,0,6,0,1,61.0279754,16.126653,0.393333,67.22564,19.5698,0.391396,49.4583,0.494583,6.084162846,0.146142,2252,4857,7109
653,10/14/12,4,1,10,0,0,0,1,70.4990246,21.388347,0.521667,77.73836,25.4102,0.508204,64.0417,0.640417,11.59913494,0.278612,2080,4559,6639
654,10/15/12,4,1,10,0,1,1,2,73.4510246,23.028347,0.561667,80.5235,26.9575,0.53915,70.75,0.7075,12.32457005,0.296037,760,5115,5875
655,10/16/12,4,1,10,0,2,1,1,66.5629754,19.201653,0.468333,73.47614,23.0423,0.460846,55.8333,0.558333,7.586198614,0.182221,922,6612,7534
656,10/17/12,4,1,10,0,3,1,1,65.6404754,18.689153,0.455833,72.50972,22.5054,0.450108,69.2917,0.692917,4.220262976,0.101371,979,6482,7461
657,10/18/12,4,1,10,0,4,1,2,70.5605,21.4225,0.5225,78.13625,25.63125,0.512625,72.8333,0.728333,9.864127302,0.236937,1008,6501,7509
658,10/19/12,4,1,10,0,5,1,2,73.5739754,23.096653,0.563333,80.41064,26.8948,0.537896,81.5,0.815,5.61838563,0.134954,753,4671,5424
659,10/20/12,4,1,10,0,6,0,1,67.7315246,19.850847,0.484167,74.55578,23.6421,0.472842,57.2917,0.572917,4.893283576,0.117537,2806,5284,8090
660,10/21/12,4,1,10,0,0,0,1,66.2555246,19.030847,0.464167,73.07861,22.82145,0.456429,51,0.51,6.913136382,0.166054,2132,4692,6824
661,10/22/12,4,1,10,0,1,1,1,67.9775,19.9875,0.4875,75.46478,24.1471,0.482942,56.8333,0.568333,3.392301093,0.0814833,830,6228,7058
662,10/23/12,4,1,10,0,2,1,1,72.1595246,22.310847,0.544167,79.72736,26.5152,0.530304,64.1667,0.641667,3.936117226,0.0945458,841,6625,7466
663,10/24/12,4,1,10,0,3,1,1,75.3575,24.0875,0.5875,82.28489,27.93605,0.558721,63.625,0.63625,3.029933247,0.0727792,795,6898,7693
664,10/25/12,4,1,10,0,4,1,2,72.59,22.55,0.55,79.67192,26.4844,0.529688,80.0417,0.800417,5.177962214,0.124375,875,6484,7359
665,10/26/12,4,1,10,0,5,1,2,72.2824754,22.379153,0.545833,79.0475,26.1375,0.52275,80.7083,0.807083,5.514847201,0.132467,1182,6262,7444
666,10/27/12,4,1,10,0,6,0,2,71.114,21.73,0.53,78.36197,25.75665,0.515133,72,0.72,9.81229564,0.235692,2643,5209,7852
667,10/28/12,4,1,10,0,0,0,2,67.2395,19.5775,0.4775,74.09939,23.38855,0.467771,69.4583,0.694583,16.56981214,0.398008,998,3461,4459
668,10/29/12,4,1,10,0,1,1,3,64.472,18.04,0.44,71.546,21.97,0.4394,88,0.88,14.91253118,0.3582,2,20,22
669,10/30/12,4,1,10,0,2,1,2,55.4818316,13.045462,0.318182,59.89181,15.49545,0.309909,82.5455,0.825455,8.867960228,0.213009,87,1009,1096
670,10/31/12,4,1,10,0,3,1,2,58.3835,14.6575,0.3575,64.499,18.055,0.3611,66.6667,0.666667,6.938656711,0.166667,419,5147,5566
671,11/1/12,4,1,11,0,4,1,2,58.9984754,14.999153,0.365833,65.29478,18.4971,0.369942,58.1667,0.581667,6.550606172,0.157346,466,5520,5986
672,11/2/12,4,1,11,0,5,1,1,58.199,14.555,0.355,64.04378,17.8021,0.356042,52.2083,0.522083,11.08135954,0.266175,618,5229,5847
673,11/3/12,4,1,11,0,6,0,2,57.3379754,14.076653,0.343333,61.14614,16.1923,0.323846,49.125,0.49125,11.26262464,0.270529,1029,4109,5138
674,11/4/12,4,1,11,0,0,0,1,56.0464754,13.359153,0.325833,61.65842,16.4769,0.329538,53.2917,0.532917,7.456598644,0.179108,1201,3906,5107
675,11/5/12,4,1,11,0,1,1,1,55.5545246,13.085847,0.319167,59.72675,15.40375,0.308075,49.4167,0.494167,9.838648606,0.236325,378,4881,5259
676,11/6/12,4,1,11,0,2,1,1,52.7254754,11.514153,0.280833,57.34103,14.07835,0.281567,56.7083,0.567083,7.223668404,0.173513,466,5220,5686
677,11/7/12,4,1,11,0,3,1,2,53.8324754,12.129153,0.295833,56.71589,13.73105,0.274621,54.75,0.5475,12.66058077,0.304108,326,4709,5035
678,11/8/12,4,1,11,0,4,1,1,57.9904412,14.439134,0.352174,62.77019,17.09455,0.341891,33.3478,0.333478,14.48101698,0.347835,340,4975,5315
679,11/9/12,4,1,11,0,5,1,1,58.6910246,14.828347,0.361667,63.98717,17.77065,0.355413,54.0833,0.540833,8.932447974,0.214558,709,5283,5992
680,11/10/12,4,1,11,0,6,0,1,60.7205246,15.955847,0.389167,67.45433,19.69685,0.393937,64.5417,0.645417,2.408228074,0.0578458,2090,4446,6536
681,11/11/12,4,1,11,0,0,0,1,63.0574754,17.254153,0.420833,69.95417,21.08565,0.421713,65.9167,0.659167,5.308061768,0.1275,2290,4562,6852
682,11/12/12,4,1,11,1,1,0,1,67.793,19.885,0.485,74.78447,23.76915,0.475383,74.1667,0.741667,7.223834931,0.173517,1097,5172,6269
